z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
21,19, , ,0.1823,EC+B+,100,ECP,0.44,ECA,17,,,39977967275,-20523353,
21,20, , ,0.5963,EC+B+,100, , , , ,,,40969251163,-28642360,
21,21,3.5702, ,0.68079,EC+B+,100, , , , ,,,41965516686,-32121003,
21,22,3.5575, ,14007.6,EC+B+,100, , , , ,,,42961150425,-36188150,
21,23,3.5432, ,14292,EC+B+,100, , , , ,,,43959402818,-37816035,
21,24,3.5459,100, , , , , , , ,,,44955907051,-41072321,
21,25,3.5243, ,7239456,B-,100, , , , ,,,45955167034,-41761643,
21,26, , ,289370.88,B-,100, , , , ,,,46952402444,-44336842,
21,27, , ,157356,B-,100, , , , ,,,47952222903,-44504083,
21,28, , ,3430.8,B-,100, , , , ,,,48950013159,-46562447,
21,29, , ,102.5,B-,100, , , , ,,,49952187437,-44537120,
21,30, , ,12.4,B-,100,B-N, , , ,,,50953568838,-43250353,
21,31, , ,8.2,B-,100, , , , ,,,51956496.17,-40523560,
21,32, , ,2.6,B-,100,B-N, , , ,,,52958379173,-38769555,
21,33, , ,526,B-,100,B-N,16, , ,,,53963029359,-34437934,
21,34, , ,105,B-,100,B-N, , , ,,,54966889637,-30842108,
21,35, , ,26,B-,100,B-N, , , ,,,55972607611,-25515848,
21,36, , ,13,B-,100,B-2N, ,B-N, ,,,56977048,-21379653,
21,37, , ,12,B-,100,B-N, , , ,,,57983382,-15479569,
21,38, , , ,B-,100,B-N, , , ,,,58988374,-10829550,
21,40, , , ,B-,100,B-3N, ,B-N, ,,,61000537,500,
22,16, , ,0.00000012,2P, , , , , ,,,38012206,11370,
22,17, , ,0.0285,ECP+EC2P,100,EC+B+,100,ECP,93.7,,,39002684,2500,
22,18, , ,0.0524,EC+B+,100,ECP,100, , ,,,39990345146,-8993439,
22,19, , ,0.0819,EC+B+,100,ECP,100, , ,,,40983148,-15697539,
22,20, , ,0.20865,EC+B+,100, , , , ,,,41973049369,-25104353,
22,21, , ,509,EC+B+,100,ECP, , , ,,,42968528.42,-29315591,
22,22,3.6115, ,1865014325.09839,EC,100, , , , ,,,43959689936,-37548586,
22,23,3.5939, ,11088,EC+B+,100, , , , ,,,44958120758,-39010266,
22,24,3.607,8.25, , , , , , , ,,,45952626356,-44128269,
22,25,3.5962,7.44, , , , , , , ,,,46951757491,-44937612,
22,26,3.5921,73.72, , , , , , , ,,,47947940677,-48492952,
22,27,3.5733,5.41, , , , , , , ,,,48947864391,-48564012,
22,28,3.5704,5.18, , , , , , , ,,,49944785622,-51431867,
22,29, , ,345.6,B-,100, , , , ,,,50946609468,-49732965,
22,30, , ,102,B-,100, , , , ,,,51946883509,-49477698,
22,31, , ,32.7,B-,100, , , , ,,,52949670714,-46881433,
22,32, , ,2.1,B-,100, , , , ,,,53950892,-45743812,
22,33, , ,1.3,B-,100, , , , ,,,54955091,-41832469,
22,34, , ,0.2,B-,100,B-N, , , ,,,55957677675,-39422995,
22,35, , ,98,B-,100,B-N, , , ,,,56963068098,-34401848,
22,36, , ,58,B-,100,B-N, , , ,,,57966808519,-30917668,
22,37, , ,0.0285,B-,100, , , , ,,,58972217,-25880,
22,38, , ,22,B-,100,B-N, ,B-2N, ,,,59976275,-22099698,
22,39, , ,15,B-,100,B-N, ,B-2N, ,,,60982426,-16370,
22,40, , ,0.00000062,B-N, ,B-, , , ,,,61986903,-12200,
22,41, , ,0.00000036,B-N, ,B-, , , ,,,62993709,-5860,
22,42, , , ,B-,100,B-3N, ,B-N, ,,,63998411,-1480,
23,19, , ,0.000000055,P, , , , , ,,,41991820,-7620,
23,20, , ,0.0793,EC+B+,100,ECP, , , ,,,42980766,-17916358,
23,21, , ,111,EC+B+,100,ECA, , , ,,,43974440977,-23808079,
23,22, , ,547,EC+B+,100, , , , ,,,44965768498,-31886441,
23,23, , ,0.4225,EC+B+,100, , , , ,,,45960197389,-37075897,
23,24, , ,1956,EC+B+,100, , , , ,,,46954903558,-42007070,
23,25, , ,1380153.6,EC+B+,100, , , , ,,,47952250.9,-44478005,
23,26, , ,28512000,EC,100, , , , ,,,48948510509,-47962157,
23,27, ,250,8.36258538326688E+024,EC+B+,99.3,B-,0.7, , ,,,49947156681,-49223240,
23,28,3.6002,99750, , , , , , , ,,,50943957664,-52203105,
23,29, , ,224.58,B-,100, , , , ,,,51944773636,-51443032,
23,30, , ,92.58,B-,100, , , , ,,,52944334.94,-51851675,
23,31, , ,49.8,B-,100, , , , ,,,53946432009,-49898267,
23,32, , ,6.54,B-,100, , , , ,,,54947262,-49125136,
23,33, , ,216,B-,100,B-N, , , ,,,55950420082,-46183401,
23,34, , ,0.32,B-,100,B-N, , , ,,,56952297,-44435063,
23,35, , ,191,B-,100,B-N, , , ,,,57956595985,-40430584,
23,36, , ,97,B-,100,B-N,0.03, , ,,,58959623343,-37610617,
23,37, , ,122,B-,100,B-2N, ,B-N, ,,,59964479215,-33087402,
23,38, , ,0.0483,B-,100,B-N,10,B-2N, ,,,60967603529,-30177121,
23,39, , ,0.0336,B-,100,B-N, , , ,,,61972932556,-25213164,
23,40, , ,17,B-,100,B-N,35, , ,,,62976661,-21740141,
23,41, , ,15,B-,100,B-3N, ,B-2N, ,,,63982480,-16320,
23,42, , ,0.00000036,B-,100,B-N, , , ,,,64986999,-12110,
23,43, , ,0.00000036,B-N, ,B-, , , ,,,65993237,-6300,
23,44, , ,0.00000062,B-2N, ,B-, ,B-N, ,,,66998128,-1744,
24,18, , ,0.0133,EC+B+,100,ECP,94.4, , ,,,42007579,7060,
24,19, , ,0.0212,EC+B+,100,ECP,79.3,EC2P,11.6,,,42997885,-1970,
24,20, , ,0.0428,EC+B+,100,ECP,7, , ,,,43985591,-13421899,
24,21, , ,0.0609,B+,100,B+P,34.4, , ,,,44979050,-19514801,
24,22, , ,0.26,EC+B+,100, , , , ,,,45968360969,-29471570,
24,23, , ,0.5,EC+B+,100, , , , ,,,46962894995,-34563093,
24,24, , ,77616,EC+B+,100, , , , ,,,47954029431,-42821313,
24,25, , ,2538,EC+B+,100, , , , ,,,48951333.72,-45332352,
24,26,3.6588,4345,4.10240037669696E+025,2EC, , , , , ,,,49946042209,-50261364,
24,27, , ,2393625.6,EC,100, , , , ,,,50944765388,-51450715,
24,28,3.6452,83789, , , , , , , ,,,51940504714,-55419508,
24,29,3.6511,9501, , , , , , , ,,,52940646304,-55287618,
24,30,3.6885,2365, , , , , , , ,,,53938877359,-56935379,
24,31, , ,209.82,B-,100, , , , ,,,54940836637,-55110324,
24,32, , ,356.4,B-,100, , , , ,,,55940648977,-55285128,
24,33, , ,21.1,B-,100, , , , ,,,56943612112,-52524985,
24,34, , ,7,B-,100, , , , ,,,57944184501,-51991808,
24,35, , ,0.74,B-,100, , , , ,,,58948345426,-48115931,
24,36, , ,0.49,B-,100,B-N, , , ,,,59949641656,-46908500,
24,37, , ,234,B-,100,B-N, , , ,,,60954378.13,-42496502,
24,38, , ,206,B-,100,B-N, , , ,,,61956142.92,-40852611,
24,39, , ,129,B-,100,B-N, , , ,,,62961161,-36178299,
24,40, , ,0.0429,B-,100,B-N, , , ,,,63963886,-33639978,
24,41, , ,27,B-,100, , , , ,,,64969608,-28310,
24,42, , ,24,B-,100, , , , ,,,65973011,-25140,
24,44, , ,0.00000036,B-,100,B-N,0, , ,,,67983156,-15690,
24,45, , ,0.00000062,B-, ,B-N, ,B-2N, ,,,68989662,-9630,
24,46, , ,0.00000062,B-2N, ,B-N, ,B-, ,,,69993945,-5640,
25,19, , ,0.000000105,P, ,EC, , , ,,,44008009,7460,
25,20, , , , , , , , , ,,,44994654,-4980,
25,21, , ,0.0362,EC+B+,100,ECP,57, , ,,,45986669,-12417748,
25,22, , ,0.1,EC+B+,100,ECP,3.4, , ,,,46975774,-22566376,
25,23, , ,0.1577,EC+B+,100,B+P,0.28,B+A,0.0006,,,47968548.76,-29296644,
25,24, , ,382,EC+B+,100, , , , ,,,48959613.35,-37619925,
25,25,3.712, ,0.28319,EC+B+,100, , , , ,,,49954238157,-42626886,
25,26,3.7026, ,2772,EC+B+,100, , , , ,,,50948208.77,-48243225,
25,27,3.6706, ,483062.4,EC+B+,100, , , , ,,,51945559.09,-50711387,
25,28,3.6662, ,116760626105990,EC,100, , , , ,,,52941287497,-54690350,
25,29,3.6834, ,26974080,EC+B+,100,B-,0.000093, , ,,,53940355772,-55558247,
25,30,3.7057,100, , , , , , , ,,,54938043.04,-57712542,
25,31,3.7146, ,9284.04,B-,100, , , , ,,,55938902816,-56911666,
25,32, , ,85.4,B-,100, , , , ,,,56938285944,-57486279,
25,33, , ,3,B-,100, , , , ,,,57940066643,-55827568,
25,34, , ,4.59,B-,100, , , , ,,,58940391111,-55525328,
25,35, , ,0.28,IT,100,B-,100, , ,,,59943136574,-52967946,
25,36, , ,709,B-,100,B-N,0.2, , ,,,60944452541,-51742130,
25,37, , ,92,B-,100,B-N, , , ,,,61947907384,-48523965,
25,38, , ,275,B-,100,B-N, , , ,,,62949664672,-46887061,
25,39, , ,0.09,B-,100,B-N,2.7, , ,,,63953849369,-42989040,
25,40, , ,92,B-,100,B-N,7.9, , ,,,64956019749,-40967344,
25,41, , ,65,B-,100, , , , ,,,65960546833,-36750392,
25,42, , ,47,B-,100,B-N, , , ,,,66963950,-33580,
25,43, , ,28,B-,100,B-N,0, , ,,,67968953,-28920,
25,44, , ,16,B-,100, , , , ,,,68972775,-25360,
25,45, , ,0.0199,B-,100,B-N,50, , ,,,69978046,-20450,
25,46, , ,0.000000637,B-N, ,B-2N, ,B-, ,,,70982158,-16620,
25,47, , ,0.00000062,B-, ,B-N, ,B-2N, ,,,71988009,-11170,
25,48, , , ,B-,100,B-3N, ,B-2N, ,,,72992807,-6700,
26,19, , ,0.00189,2P,57,B+P,43,EC+B+,43,,,45015467,14408,
26,20, , ,13,EC+B+,100,ECP,78.7, , ,,,46001299,1210,
26,21, , ,0.0218,EC+B+,100,ECP,0,EC2P, ,,,46992346,-7130,
26,22, , ,0.0455,EC+B+,100,ECP,15.3, , ,,,47980667,-18008575,
26,23, , ,0.0647,EC+B+,100,B+P,56.7, , ,,,48973429,-24750730,
26,24, , ,152,EC+B+,100,ECP,0, , ,,,49962988,-34476460,
26,25, , ,305,EC+B+,100, , , , ,,,50956855137,-40189185,
26,26, , ,29790,EC+B+,100, , , , ,,,51948113364,-48332095,
26,27, , ,510.6,EC+B+,100, , , , ,,,52945305629,-50947483,
26,28,3.6933,5845, , , , , , , ,,,53939608189,-56254615,
26,29, , ,86592204.8742805,EC,100, , , , ,,,54938291158,-57481422,
26,30,3.7377,91754, , , , , , , ,,,55934935537,-60607163,
26,31,3.7532,2119, , , , , , , ,,,56935391.95,-60182017,
26,32,3.7745,282, , , , , , , ,,,57933273575,-62155271,
26,33, , ,3843936,B-,100, , , , ,,,58934873492,-60664957,
26,34, , ,82679146053431.1,B-,100, , , , ,,,59934070249,-61413174,
26,35, , ,358.8,B-,100, , , , ,,,60936746241,-58920503,
26,36, , ,68,B-,100, , , , ,,,61936791809,-58878057,
26,37, , ,6.1,B-,100, , , , ,,,62940272698,-55635629,
26,38, , ,2,B-,100, , , , ,,,63940987761,-54969552,
26,39, , ,0.81,B-,100, , , , ,,,64945015323,-51217902,
26,40, , ,0.44,B-,100, , , , ,,,65946249958,-50067847,
26,41, , ,0.6,B-,100, , , , ,,,66950930,-45708416,
26,42, , ,188,B-,100,B-N,0, , ,,,67952875,-43897,
26,43, , ,0.11,B-,100, , , , ,,,68957918,-39199,
26,44, , ,65,B-,100,B-N, , , ,,,69960397,-36890,
26,45, , ,28,B-,100,B-N, , , ,,,70965722,-31930,
26,46, , ,0.00000015,B-,100,B-N,27.6, , ,,,71968599,-29250,
26,47, , ,0.0129,B-,100,B-2N, ,B-N, ,,,72974246,-23990,
26,48, , ,0.0082,B-N, ,B-2N, ,B-, ,,,73977821,-20660,
26,49, , ,0.00000062,B-2N, ,B-N, ,B-, ,,,74984219,-14700,
27,21, , , ,P, , , , , ,,,48001857,1730,
27,23, , ,0.0388,EC+B+,100,ECP,70.5,EC2P, ,,,49981117,-17589403,
27,24, , ,0.0688,EC+B+,100,ECP,3.8, , ,,,50970647,-27342146,
27,25, , ,104,EC+B+,100,B+P, , , ,,,51963130224,-34343979,
27,26, , ,0.24,EC+B+,100, , , , ,,,52954203278,-42659376,
27,27, , ,0.19328,EC+B+,100, , , , ,,,53948459075,-48010068,
27,28, , ,63108,EC+B+,100, , , , ,,,54941996416,-54029996,
27,29, , ,6673190.4,EC+B+,100, , , , ,,,55939838032,-56040518,
27,30, , ,23478336,EC,100, , , , ,,,56936289819,-59345658,
27,31, , ,6122304,EC+B+,100, , , , ,,,57935751292,-59847292,
27,32,3.7875,100, , , , , , , ,,,58933193524,-62229838,
27,33, , ,166344192,B-,100, , , , ,0.31,1.17,59933815536,-61650437,
27,34, , ,5936.4,B-,100, , , , ,,,60932476031,-62898179,
27,35, , ,92.4,B-,100, , , , ,,,61934058198,-61424399,
27,36, , ,27.4,B-,100, , , , ,,,62933599.63,-61851553,
27,37, , ,0.3,B-,100, , , , ,,,63935810176,-59792442,
27,38, , ,1.16,B-,100, , , , ,,,64936462071,-59185205,
27,39, , ,0.2,B-,100, , , , ,,,65939442943,-56408541,
27,40, , ,425,B-,100, , , , ,,,66940609625,-55321783,
27,41, , ,0.2,B-,100, , , , ,,,67944559401,-51642591,
27,42, , ,227,B-,100, , , , ,,,68945909,-50385447,
27,43, , ,112,B-,100,B-N, , , ,,,69950053.4,-46524963,
27,44, , ,0.08,B-,100,B-N,6, , ,,,70952366923,-44369930,
27,45, , ,0.0599,B-,100,B-N,6, , ,,,71956736,-40300,
27,46, , ,0.0407,B-,100,B-N,22,B-2N, ,,,72959238,-37970,
27,47, , ,0.0313,B-,100,B-N,18,B-2N, ,,,73963993,-33540,
27,48, , ,0.03,B-,100,B-N,16,B-2N, ,,,74967192,-30560,
27,49, , ,0.0217,B-,100,B-2N, ,B-N, ,,,75972453,-25660,
27,50, , ,13,B-,100,B-2N, ,B-N, ,,,76976479,-21910,
28,20, , ,0.0021,2P,70,B+P,30, , ,,,48019515,18178,
28,21, , ,0.0075,EC+B+,100,B+P,83, , ,,,49009157,8530,
28,22, , ,0.0185,EC+B+,100,ECP,73,EC2P,14,,,49996286,-3460,
28,23, , ,0.0238,EC+B+,100,ECP,87.2,EC2P,0.5,,,50987493,-11650,
28,24, , ,0.0408,EC+B+,100,B+P,31.4, , ,,,51975781,-22559856,
28,25, , ,0.0552,EC+B+,100,ECP,23.4, , ,,,52968190,-29630827,
28,26, , ,0.1142,EC+B+,100, , , , ,,,53957833,-39278312,
28,27, , ,0.2047,EC+B+,100, , , , ,,,54951329846,-45335961,
28,28, , ,524880,EC+B+,100, , , , ,,,55942127761,-53907649,
28,29, , ,128160,EC+B+,100, , , , ,,,56939791394,-56083961,
28,30,3.7757,68.0769, , , , , , , ,,,57935341.65,-60228871,
28,31, , ,2398326374068992,EC+B+,100, , , , ,,,58934345442,-61156833,
28,32,3.8118,26.2231, , , , , , , ,,,59930785129,-64473243,
28,33,3.8225,1.1399, , , , , , , ,,,60931054819,-64222029,
28,34,3.8399,3.6345, , , , , , , ,,,61928344753,-66746440,
28,35, , ,3193560908.62871,B-,100, , , , ,,,62929669021,-65512891,
28,36,3.8572,0.9256, , , , , , , ,,,63927966228,-67099034,
28,37, , ,9063,B-,100, , , , ,,,64930084585,-65125796,
28,38, , ,196560,B-,100, , , , ,,,65929139333,-66006293,
28,39, , ,21,B-,100, , , , ,,,66931569413,-63742688,
28,40, , ,29,B-,100, , , , ,,,67931868787,-63463822,
28,41, , ,11.4,B-,100,B-N, , , ,,,68935610267,-59978656,
28,42, , ,6,B-,100, , , , ,,,69936431.3,-59213868,
28,43, , ,2.56,B-,100, , , , ,,,70940518962,-55406236,
28,44, , ,1.57,B-,100, , , , ,,,71941785924,-54226068,
28,45, , ,0.84,B-,100,B-N, , , ,,,72946206681,-50108159,
28,46, , ,0.5077,B-,100,B-N, , , ,,,73947718,-48700,
28,47, , ,344,B-,100,B-N,10, , ,,,74952506,-44240,
28,48, , ,238,B-,100,B-N, , , ,,,75954707,-42190,
28,49, , ,0.1589,B-,100,B-N,26,B-2N, ,,,76959903,-37350,
28,50, , ,0.11,B-,100,B-N, , , ,,,77962555,-34880,
28,51, , ,43,B-,100,B-N, ,B-2N, ,,,78969769,-28160,
28,52, , ,24,B-,100,B-2N, ,B-N, ,,,79975051,-23240,
28,54, , , , , , , , , ,,,81988492,-10720,
29,24, , ,0.00000013,P, , , , , ,,,52985894,-13140,
29,25, , ,0.000000075,P, , , , , ,,,53977198,-21240,
29,26, , ,0.04,ECP,15,P, ,B+, ,,,54966038,-31635403,
29,27, , ,93,B+,100,B+P,0.4, , ,,,55958529278,-38629733,
29,28, , ,0.1963,EC+B+,100, , , , ,,,56949211686,-47309014,
29,29, , ,3204,EC+B+,100, , , , ,,,57944532283,-51667851,
29,30, , ,81.5,EC+B+,100, , , , ,,,58939496713,-56358454,
29,31, , ,1422,EC+B+,100, , , , ,,,59937363787,-58345262,
29,32, , ,12020.4,EC+B+,100, , , , ,,,60933457375,-61984063,
29,33, , ,580.2,EC+B+,100, , , , ,,,61932594803,-62787543,
29,34,3.8823,69.15, , , , , , , ,,,62929597119,-65579868,
29,35, , ,45722.16,EC+B+,61.5,B-,38.5, , ,,,63929764001,-65424418,
29,36,3.9022,30.85, , , , , , , ,,,64927789476,-67263677,
29,37, , ,307.2,B-,100, , , , ,,,65928868804,-66258289,
29,38, , ,222588,B-,100, , , , ,,,66927729.49,-67319553,
29,39, , ,30.9,B-,100, , , , ,,,67929610887,-65567043,
29,40, , ,171,B-,100, , , , ,,,68929429267,-65736221,
29,41, , ,44.5,B-,100, , , , ,,,69932392078,-62976381,
29,42, , ,19.4,B-,100, , , , ,,,70932676831,-62711134,
29,43, , ,6.63,B-,100, , , , ,,,71935820306,-59783006,
29,44, , ,4.2,B-,100,B-N, , , ,,,72936674376,-58987445,
29,45, , ,1.63,B-,100,B-N,0, , ,,,73939874.86,-56006213,
29,46, , ,1224,B-,100,B-N,3.5, , ,,,74941523817,-54470219,
29,47, , ,641,B-,100,B-N,3, , ,,,75945268974,-50981627,
29,48, , ,0.4698,B-,100,B-N,30.1, , ,,,76947543599,-48862828,
29,49, , ,335,B-,100,B-N,65, , ,,,77951916524,-44789474,
29,50, , ,241,B-,100,B-N,66,B-2N, ,,,78954473.1,-42408039,
29,51, , ,0.1136,B-,100,B-N, ,B-2N, ,,,79960623,-36679,
29,52, , ,0.0732,B-,100,B-N, ,B-2N, ,,,80965743,-31910,
29,53, , ,33,B-,100,B-2N, ,B-N, ,,,81972378,-25730,
30,24, , ,0.00159,2P,92, , , , ,,,53993879,-5702,
30,25, , ,0.02,ECP,91,B+, , , ,,,54984681,-14270,
30,26, , ,0.03,ECP,86,B+P, ,B+, ,,,55972743,-25390,
30,27, , ,0.04,EC+B+,100,B+P,65, , ,,,56965056,-32550,
30,28, , ,0.0867,EC+B+,100,ECP,3, , ,,,57954590296,-42298871,
30,29, , ,0.1786,EC+B+,100,ECP,0.1, , ,,,58949311886,-47215678,
30,30, , ,142.8,EC+B+,100, , , , ,,,59941841317,-54174470,
30,31, , ,89.1,EC+B+,100, , , , ,,,60939506964,-56348906,
30,32, , ,33094.8,EC+B+,100, , , , ,,,61934333359,-61168088,
30,33, , ,2308.2,EC+B+,100, , , , ,,,62933211.14,-62213429,
30,34,3.9283,49.17, , , , , , , ,,,63929141776,-66004018,
30,35, , ,21075552,EC+B+,100, , , , ,,,64929240534,-65912024,
30,36,3.9491,27.73, , , , , , , ,,,65926033639,-68899229,
30,37,3.953,4.04, , , , , , , ,,,66927127422,-67880376,
30,38,3.9658,18.45, , , , , , , ,,,67924844232,-70007154,
30,39, , ,3384,B-,100, , , , ,,,68926550.36,-68417906,
30,40,3.9845,0.61,1.1991631870345E+026,2B-,100,2B-, , , ,,,69925319175,-69564748,
30,41, , ,147,B-,100, , , , ,,,70927719578,-67328786,
30,42, , ,167400,B-,100, , , , ,,,71926842806,-68145495,
30,43, , ,24.5,B-,100, , , , ,,,72929582.58,-65593411,
30,44, , ,95.6,B-,100, , , , ,,,73929407.26,-65756720,
30,45, , ,10.2,B-,100, , , , ,,,74932840244,-62558916,
30,46, , ,5.7,B-,100, , , , ,,,75933114956,-62303024,
30,47, , ,2.08,B-,100, , , , ,,,76936887197,-58789203,
30,48, , ,1.47,B-,100, , , , ,,,77938289204,-57483242,
30,49, , ,746,B-,100,B-N,1.7, , ,,,78942638067,-53432302,
30,50, , ,0.5619,B-,100,B-N,1, , ,,,79944552929,-51648619,
30,51, , ,0.32,B-,100,B-N,7.5, , ,,,80950402617,-46199669,
30,52, , ,166,B-,100,B-N,69, , ,,,81954574097,-42313960,
30,53, , ,117,B-,100,B-N, , , ,,,82961041,-36290,
30,54, , ,0.000000633,B-N, ,B-, ,B-2N, ,,,83965829,-31830,
30,55, , ,0.000000637,B-N, ,B-2N, ,B-, ,,,84973054,-25100,
31,28, , ,0.000000043,P, , , , , ,,,58963757,-33760,
31,29, , ,0.07,EC+B+,100,B+P,1.6,B+A,23,,,59957498,-39590,
31,30, , ,167,EC+B+,100,ECP,0.25, , ,,,60949398861,-47134662,
31,31, , ,0.116121,EC+B+,100,ECP, , , ,,,61944189639,-51987022,
31,32, , ,32.4,EC+B+,100, , , , ,,,62939294194,-56547100,
31,33, , ,157.62,EC+B+,100, , , , ,,,63936840366,-58832827,
31,34, , ,912,EC+B+,100, , , , ,,,64932734424,-62657486,
31,35, , ,34164,EC+B+,100, , , , ,,,65931589766,-63723729,
31,36, , ,281810.88,EC,100, , , , ,,,66928202276,-66879156,
31,37, , ,4062.6,EC+B+,100, , , , ,,,67927980161,-67086054,
31,38,3.9973,60108, , , , , , , ,,,68925573528,-69327820,
31,39, , ,1268.4,B-,99.59,EC,0.41, , ,,,69926021914,-68910150,
31,40,4.0118,39892, , , , , , , ,,,70924702554,-70139127,
31,41, , ,50760,B-,100, , , , ,,,71926367452,-68588284,
31,42, , ,17496,B-,100, , , , ,,,72925174.68,-69699343,
31,43, , ,487.2,B-,100, , , , ,,,73926945725,-68049626,
31,44, , ,126,B-,100, , , , ,,,74926504484,-68460639,
31,45, , ,32.6,B-,100, , , , ,,,75928827624,-66296648,
31,46, , ,13.2,B-,100, , , , ,,,76929154299,-65992352,
31,47, , ,5.09,B-,100, , , , ,,,77931610854,-63704085,
31,48, , ,2848,B-,100,B-N,89, , ,,,78932851582,-62548355,
31,49, , ,1.9,B-,100,B-N,0.86, , ,,,79936420773,-59223675,
31,50, , ,1217,B-,100,B-N,11.9, , ,,,80938133841,-57627962,
31,51, , ,0.6,B-,100,B-N,22.2, , ,,,81943176531,-52930725,
31,52, , ,0.3081,B-,100,B-N,62.8, , ,,,82947120.3,-49257129,
31,53, , ,85,B-,100,B-N,70, , ,,,83952663,-44094136,
31,54, , ,92,B-,100,B-N,35, , ,,,84957333,-39744059,
31,55, , ,43,B-,100,B-N,60,B-2N,20,,,85963757,-33760,
31,56, , ,0.000000634,B-,100,B-2N, ,B-N, ,,,86969007,-28870,
32,27, , ,0.0133,2P,0.2,EC+B+, , , ,,,58982426,-16370,
32,28, , ,0.00000011,ECP, ,EC+B+, , , ,,,59970445,-27530,
32,29, , ,44,EC+B+,100,ECP,62, , ,,,60963725,-33790,
32,30, , ,129,EC+B+,100,ECP, , , ,,,61954761,-42140,
32,31, , ,0.15,EC+B+,100, , , , ,,,62949628,-46921221,
32,32, , ,63.7,EC+B+,100,ECP, , , ,,,63941689912,-54315503,
32,33, , ,30.9,EC+B+,100,ECP,11, , ,,,64939368136,-56478223,
32,34, , ,8136,EC+B+,100, , , , ,,,65933862124,-61607041,
32,35, , ,1134,EC+B+,100, , , , ,,,66932716999,-62673718,
32,36, , ,23408352,EC,100, , , , ,,,67928095305,-66978799,
32,37, , ,140580,EC+B+,100, , , , ,,,68927964467,-67100674,
32,38,4.0414,20.52, , , , , , , ,,,69924248542,-70562036,
32,39, , ,987552,EC,100, , , , ,,,70924952.12,-69906657,
32,40,4.0576,27.45, , , , , , , ,,,71922075824,-72585910,
32,41,4.0632,7.76, , , , , , , ,,,72923458954,-71297532,
32,42,4.0742,36.52, , , , , , , ,,,73921177.76,-73422451,
32,43, , ,4966.8,B-,100, , , , ,,,74922858.37,-71856973,
32,44,4.0811,7.75, , , , , , , ,,,75921402725,-73212898,
32,45, , ,40359.6,B-,100, , , , ,,,76923549843,-71212870,
32,46, , ,5280,B-,100, , , , ,,,77922852911,-71862058,
32,47, , ,18.98,B-,100, , , , ,,,78925359506,-69527180,
32,48, , ,29.5,B-,100, , , , ,,,79925350773,-69535314,
32,49, , ,7.6,B-,100, , , , ,,,80928832941,-66291695,
32,50, , ,4,B-,100, , , , ,,,81929774031,-65415075,
32,51, , ,1.85,B-,100,B-N, , , ,,,82934539.1,-60976442,
32,52, , ,954,B-,100,B-N,10.2, , ,,,83937575.09,-58148435,
32,53, , ,503,B-,100,B-N,16.5,B-2N, ,,,84942969658,-53123427,
32,54, , ,226,B-,100,B-N,45, , ,,,85946967,-49399927,
32,55, , ,0.14,B-,100,B-N, , , ,,,86953204,-43590,
32,56, , ,0.0000003,B-, ,B-N, , , ,,,87957574,-39520,
32,57, , , ,B-,100,B-2N, ,B-N, ,,,88964530,-33040,
32,58, , , ,B-,100,B-N, ,B-2N, ,,,89969436,-28470,
33,30, , ,0.000000043,P, , , , , ,,,62964036,-33500,
33,31, , ,69,EC+B+,100,ECP, , , ,,,63957560,-39532,
33,32, , ,128,EC+B+,100, , , , ,,,64949611,-46937056,
33,33, , ,0.09577,EC+B+,100, , , , ,,,65944148778,-52025084,
33,34, , ,42.5,EC+B+,100, , , , ,,,66939251.11,-56587232,
33,35, , ,151.6,EC+B+,100, , , , ,,,67936774127,-58894527,
33,36, , ,912,EC+B+,100, , , , ,,,68932246289,-63112181,
33,37, , ,3156,EC+B+,100, , , , ,,,69930934642,-64333973,
33,38, , ,235080,EC+B+,100, , , , ,,,70927113594,-67893257,
33,39, , ,93600,EC+B+,100, , , , ,,,71926752291,-68229808,
33,40, , ,6937920,EC,100, , , , ,,,72923829086,-70952757,
33,41, , ,1535328,EC+B+,66,B-,34, , ,,,73923928596,-70860064,
33,42,4.0968,100, , , , , , , ,,,74921594562,-73034203,
33,43, , ,94464,B-,100, , , , ,,,75922392011,-72291384,
33,44, , ,139644,B-,100, , , , ,,,76920647555,-73916334,
33,45, , ,5442,B-,100, , , , ,,,77921827771,-72816970,
33,46, , ,540.6,B-,100, , , , ,,,78920948419,-73636081,
33,47, , ,15.2,B-,100, , , , ,,,79922474.44,-72214601,
33,48, , ,33.3,B-,100, , , , ,,,80922132288,-72533314,
33,49, , ,19.1,B-,100, , , , ,,,81924738731,-70105427,
33,50, , ,13.4,B-,100, , , , ,,,82925206.9,-69669331,
33,51, , ,4.2,B-,100,B-N,0.18, , ,,,83929303.29,-65853568,
33,52, , ,2021,B-,100,B-N,62.9, , ,,,84932163658,-63189152,
33,53, , ,945,B-,100,B-N,35.5,B-2N, ,,,85936701532,-58962150,
33,54, , ,484,B-,100,B-N,15.4, , ,,,86940291716,-55617914,
33,55, , ,0.2,B-,100,B-N, , , ,,,87945840,-50450,
33,56, , , ,B-,100,B-2N, ,B-N, ,,,88950048,-46530,
33,57, , , ,B-,100,B-N, , , ,,,89955995,-40990,
33,58, , , ,B-,100,B-N, , , ,,,90960816,-36500,
33,59, , , ,B-,100, , , , ,,,91967386,-30380,
34,30, , , ,EC+B+,100,ECP, , , ,,,63971165,-26860,
